Nome,CodigoRgb,NomesCores,imagem,tipo
Fruteira ParanÃ¡ com Cestos 1 PT Branca e Preta,"['#fefefe', '#828282', '#bbbbbb', '#393939', '#d0d0d0']","['white', 'gray', 'silver', 'darkslategray', 'lightgray']",https://static.mobly.com.br/p/Arte-MC3B3veis-Fruteira-ParanC3A1-com-Cestos-1-PT-Branca-e-Preta-2872-1658411-1-cart.jpg,
Paneleiro Napoli Prime 4 PT Castanho e Branco,"['#fefefe', '#a09488', '#d7d8d7', '#c2bcb5', '#776455']","['white', 'rosybrown', 'lightgray', 'silver', 'dimgray']",https://static.mobly.com.br/p/Ronipa-Paneleiro-Napoli-Prime-4-PT-Castanho-e-Branco-0352-217637-1-cart.jpg,Paneleiro
Fruteira ParanÃ¡ com Cestos 1 PT IpÃª e Off White,"['#fefefd', '#513d27', '#d3ccc3', '#191009', '#8d877e']","['white', 'darkolivegreen', 'lightgray', 'black', 'gray']",https://static.mobly.com.br/p/Arte-MC3B3veis-Fruteira-ParanC3A1-com-Cestos-1-PT-IpC3AA-e-Off-White-2866-2658411-1-cart.jpg,
ArmÃ¡rio AÃ©reo Iluminata 2 PT Branco 80 cm,"['#fefefd', '#d5ccc5', '#b5a08f', '#90735c', '#e4e3e1']","['white', 'lightgray', 'rosybrown', 'gray', 'gainsboro']",https://static.mobly.com.br/p/GENIALFLEX-ArmC3A1rio-AC3A9reo-Iluminata-2-PT-Branco-80-cm-0338-1469301-1-cart.jpg,
BalcÃ£o de Cozinha com Tampo Omega 2 PT 1 GV FreijÃ³ e Grafite,"['#fdfdfc', '#1c1b20', '#8f7154', '#bdb4ad', '#624422']","['white', 'black', 'dimgray', 'silver', 'darkolivegreen']",https://static.mobly.com.br/p/Arte-MC3B3veis-BalcC3A3o-de-Cozinha-com-Tampo-Omega-2-PT-1-GV-FreijC3B3-e-Grafite-2842-6658411-1-cart.jpg,Balcao de Cozinha
BalcÃ£o de Cozinha Evidence 2 PT Branco,"['#dfdedb', '#fefdfd', '#bca69c', '#81817e', '#ef6f45']","['gainsboro', 'white', 'darkgray', 'gray', 'tomato']",https://static.mobly.com.br/p/Poliman-BalcC3A3o-de-Cozinha-Evidence-2-PT-Branco-2474-109429-1-cart.jpg,Balcao de Cozinha
Bancada SiriÃº Retangular FreijÃ³ e Preta,"['#fefefd', '#967f61', '#46423c', '#d7d3ce', '#a9a39c']","['white', 'gray', 'darkslategray', 'lightgray', 'darkgray']",https://static.mobly.com.br/p/Crome-Bancada-SiriC3BA-Retangular-FreijC3B3-e-Preta-4794-000728-1-cart.jpg,
ArmÃ¡rio AÃ©reo Evolution III 1 PT Tannah e Branco,"['#bfbbb7', '#8c8682', '#fefefe', '#e2e2e1', '#6a5e53']","['silver', 'gray', 'white', 'gainsboro', 'dimgray']",https://static.mobly.com.br/p/BATROL-ArmC3A1rio-AC3A9reo-Evolution-III-1-PT-Tannah-e-Branco-3479-023016-1-cart.jpg,
ArmÃ¡rio AÃ©reo Evidence 1 PT Branco 40 cm,"['#fdfdfd', '#969794', '#e1e1de', '#747471', '#c2c3c0']","['white', 'darkgray', 'gainsboro', 'dimgray', 'silver']",https://static.mobly.com.br/p/Poliman-ArmC3A1rio-AC3A9reo-Evidence-1-PT-Branco-40-cm-5524-1479401-1-cart.jpg,
ArmÃ¡rio AÃ©reo com Espelho Chardonnay 3 PT Castanho e Branco,"['#a38d6f', '#f2efeb', '#dcd1be', '#fefefd', '#c6b69a']","['rosybrown', 'linen', 'lightgray', 'white', 'tan']",https://static.mobly.com.br/p/Ronipa-ArmC3A1rio-AC3A9reo-com-Espelho-Chardonnay-3-PT-Castanho-e-Branco-1799-566637-1-cart.jpg,
BalcÃ£o de Cozinha com Tampo Top Class 2 PT Branco,"['#e9e9e9', '#2c2c2c', '#fdfdfd', '#7b7b7b', '#bfbfbf']","['lavender', 'darkslategray', 'white', 'gray', 'silver']",https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-com-Tampo-Top-Class-2-PT-Branco-0728-6275601-1-cart.jpg,Balcao de Cozinha
ArmÃ¡rio de Cozinha Completa 270cm Rustic/Crema Agata Madesa 03,"['#5b4e41', '#ab9e90', '#2c241c', '#867762', '#c8bbae']","['darkolivegreen', 'rosybrown', 'black', 'gray', 'silver']",https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-270cm-Rustic2FCrema-Agata-Madesa-03-4689-0877311-1-cart.jpg,Cozinha completa
Fruteira Cris Branca Artefarmol,"['#e1e1dd', '#fdfdfd', '#524c32', '#978e4c', '#b7b6af']","['gainsboro', 'white', 'darkolivegreen', 'peru', 'darkgray']",https://static.mobly.com.br/p/Modern-Fruteira-Cris-Branca-Artefarmol-8170-961004-1-cart.jpg,
Paneleiro Iluminata para Forno 2 PT 1 GV Branco e Ãbano,"['#fefefe', '#6a4c3d', '#e7e3e0', '#ad9f96', '#2f150a']","['white', 'darkolivegreen', 'gainsboro', 'darkgray', 'black']",https://static.mobly.com.br/p/GENIALFLEX-Paneleiro-Iluminata-para-Forno-2-PT-1-GV-Branco-e-C389bano-8180-3449401-1-cart.jpg,Paneleiro
BalcÃ£o de Cozinha Frow 2 PT FreijÃ³ e Off White,"['#fdfefd', '#826748', '#edeade', '#a29584', '#c8c1b5']","['white', 'dimgray', 'beige', 'rosybrown', 'silver']",https://static.mobly.com.br/p/Kappesberg-BalcC3A3o-de-Cozinha-Frow-2-PT-FreijC3B3-e-Off-White-1692-549147-1-cart.jpg,Balcao de Cozinha
Cozinha Completa Madesa Reims 310001 com ArmÃ¡rio e BalcÃ£o - Branco,"['#a69680', '#e3ded8', '#463d30', '#ccbea7', '#7c705f']","['rosybrown', 'gainsboro', 'darkslategray', 'silver', 'dimgray']",https://static.mobly.com.br/p/Madesa-Cozinha-Completa-Madesa-Reims-310001-com-ArmC3A1rio-e-BalcC3A3o---Branco-8693-653867-1-cart.jpg,Cozinha completa
ArmÃ¡rio AÃ©reo Cook 2 PT Aveiro e Branco 70 cm,"['#fefefe', '#b4a99e', '#e6e5e4', '#a49485', '#d4d0ca']","['white', 'darkgray', 'gainsboro', 'rosybrown', 'lightgray']",https://static.mobly.com.br/p/BE-MobiliC3A1rio-Inteligente-ArmC3A1rio-AC3A9reo-Cook-2-PT-Aveiro-e-Branco-70-cm-5152-818926-1-cart.jpg,
ArmÃ¡rio AÃ©reo Maxxi 1 PT Branco 40 cm,"['#fefefe', '#e5e4e5', '#686662', '#d1cfd0', '#a09f9c']","['white', 'gainsboro', 'dimgray', 'lightgray', 'darkgray']",https://static.mobly.com.br/p/Kappesberg-ArmC3A1rio-AC3A9reo-Maxxi-1-PT-Branco-40-cm-2214-017789-1-cart.jpg,
Cozinha Compacta Malu 9 PT 2 GV Manchester e Grafite,"['#666656', '#433f38', '#b3aca1', '#838472', '#d6d1ca']","['dimgray', 'darkslategray', 'darkgray', 'gray', 'lightgray']",https://static.mobly.com.br/p/Fellicci-Moveis-Cozinha-Compacta-Malu-9-PT-2-GV-Manchester-e-Grafite-9561-5462501-1-cart.jpg,Conjunto Cozinha
ArmÃ¡rio AÃ©reo Cook l 3 PT Aveiro e Madeira 120 cm,"['#ac8365', '#fefefd', '#dccdc1', '#a0785b', '#af9c8c']","['rosybrown', 'white', 'lightgray', 'gray', 'rosybrown']",https://static.mobly.com.br/p/BE-MobiliC3A1rio-Inteligente-ArmC3A1rio-AC3A9reo-Cook-l-3-PT-Aveiro-e-Madeira-120-cm-5627-238926-1-cart.jpg,
Conjunto Sala de Jantar Madesa Havana Mesa Tampo de Madeira com 4 Cadeiras - Preto/Rustic,"['#9e9996', '#7b736b', '#1e1915', '#d6d4d2', '#504741']","['darkgray', 'dimgray', 'black', 'lightgray', 'darkslategray']",https://static.mobly.com.br/p/Madesa-Conjunto-Sala-de-Jantar-Madesa-Havana-Mesa-Tampo-de-Madeira-com-4-Cadeiras---Preto2FRustic-6733-762938-1-cart.jpg,
BalcÃ£o de Cozinha com Tampo Top Class Tannat,"['#fefefd', '#524030', '#9e9a96', '#21170e', '#cecac6']","['white', 'darkolivegreen', 'darkgray', 'black', 'lightgray']",https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-com-Tampo-Top-Class-Tannat-5071-8090211-1-cart.jpg,Balcao de Cozinha
Cozinha Compacta Atena 6 PT 1 GV Preto Onix ,"['#c4a28d', '#1f1b1b', '#dcd3d1', '#a4725a', '#6c4e43']","['rosybrown', 'black', 'lightgray', 'indianred', 'darkolivegreen']",https://static.mobly.com.br/p/Gralar-Cozinha-Compacta-Atena-6-PT-1-GV-Preto-OnixC2A0-9400-7896411-1-cart.jpg,Conjunto Cozinha
Tampo para BalcÃ£o de Cozinha Evidence Ãnix 80 cm,"['#fefefe', '#1c1c20', '#949495', '#545456', '#cccccd']","['white', 'black', 'lightslategray', 'dimgray', 'lightgray']",https://static.mobly.com.br/p/Poliman-Tampo-para-BalcC3A3o-de-Cozinha-Evidence-C394nix-80-cm-0716-409429-1-cart.jpg,Balcao de Cozinha
Nicho para Micro-ondas Space Grafite,"['#fefefe', '#616060', '#afafad', '#1a1a1a', '#989795']","['white', 'dimgray', 'darkgray', 'black', 'darkgray']",https://static.mobly.com.br/p/Poliman-Nicho-para-Micro-ondas-Space-Grafite-5420-4679401-1-cart.jpg,
Balcao Para Pia 3 Portas 2 Gavetas 120CM 17023 Oak Grafite PLN,"['#a6a39e', '#484644', '#fcfcfb', '#756e66', '#dbdad8']","['darkgray', 'darkslategray', 'snow', 'dimgray', 'gainsboro']",https://static.mobly.com.br/p/Poliman-Balcao-Para-Pia-3-Portas-2-Gavetas-120CM-17023-Oak-Grafite-PLN-0059-5221611-1-cart.jpg,
BalcÃ£o de Cozinha Multipla com Tampo 3 PT 2 GV Branco,"['#5a5a5a', '#e8e8e8', '#fefefe', '#808080', '#cacaca']","['dimgray', 'lavender', 'white', 'gray', 'lightgray']",https://static.mobly.com.br/p/Bertolini-BalcC3A3o-de-Cozinha-Multipla-com-Tampo-3-PT-2-GV-Branco-2214-871155-1-cart.jpg,Balcao de Cozinha
Balcao Com Tampo 120CM 17023x17508 Oak Grafite PLN,"['#b3afaa', '#7a7266', '#fcfcfa', '#494644', '#dcdbd8']","['darkgray', 'dimgray', 'snow', 'darkslategray', 'gainsboro']",https://static.mobly.com.br/p/Poliman-Balcao-Com-Tampo-120CM-17023x17508-Oak-Grafite-PLN-0100-1321611-1-cart.jpg,
ArmÃ¡rio AÃ©reo Confort 1 PT Cinamomo e FumÃª 80 cm,"['#8c8680', '#fefefd', '#362c1c', '#ccc3b6', '#7d6f5f']","['gray', 'white', 'darkslategray', 'silver', 'dimgray']",https://static.mobly.com.br/p/BATROL-ArmC3A1rio-AC3A9reo-Confort-1-PT-Cinamomo-e-FumC3AA-80-cm-1444-0560701-1-cart.jpg,
ArmÃ¡rio de Cozinha Completa Madesa Reims 260001 com BalcÃ£o e Tampo - Preto/Rustic,"['#766050', '#2a1f1a', '#ceb397', '#4a3a31', '#a38972']","['dimgray', 'black', 'tan', 'darkslategray', 'rosybrown']",https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-Madesa-Reims-260001-com-BalcC3A3o-e-Tampo---Preto2FRustic-2407-611339-1-cart.jpg,Cozinha completa
BalcÃ£o de Cozinha sem Tampo Souza 2 PT 3 GV Branco,"['#dbdbdb', '#fdfdfc', '#424241', '#b18165', '#c2c2c0']","['gainsboro', 'white', 'darkslategray', 'rosybrown', 'silver']",https://static.mobly.com.br/p/EvidC3AAncia-BalcC3A3o-de-Cozinha-sem-Tampo-Souza-2-PT-3-GV-Branco-0790-306371-1-cart.jpg,Balcao de Cozinha
Bancada gourmet ilha cozinha DitÃ¡lia 2 Prat. Cinza CD-1019,"['#c0bfbf', '#fefefd', '#949293', '#e2dfde', '#b3aaa2']","['silver', 'white', 'lightslategray', 'gainsboro', 'darkgray']",https://static.mobly.com.br/p/DitC3A1lia-Bancada-gourmet-ilha-cozinha-DitC3A1lia-2-Prat.-Cinza-CD-1019-6263-1463801-1-cart.jpg,
Cozinha Compacta Com Balcao 240CM 10027x17036 Oak Grafite PLN,"['#fcfcfb', '#5c5a56', '#8b8882', '#c9c8c4', '#3b3a38']","['snow', 'dimgray', 'gray', 'silver', 'darkslategray']",https://static.mobly.com.br/p/Poliman-Cozinha-Compacta-Com-Balcao-240CM-10027x17036-Oak-Grafite-PLN-2308-3521611-1-cart.jpg,Conjunto Cozinha
Cozinha Compacta Com Balcao Para Pia 10027x17037 Oak Off White PLN,"['#656059', '#c8c5c1', '#fbfbfa', '#32302c', '#95918a']","['dimgray', 'silver', 'snow', 'darkslategray', 'gray']",https://static.mobly.com.br/p/Poliman-Cozinha-Compacta-Com-Balcao-Para-Pia-10027x17037-Oak-Off-White-PLN-2427-9521611-1-cart.jpg,Conjunto Cozinha
ArmÃ¡rio de Cozinha Completa 325cm Rustic Emilly Madesa 02,"['#d3cfc9', '#7e644b', '#938674', '#3f352b', '#aaa293']","['lightgray', 'dimgray', 'gray', 'darkslategray', 'darkgray']",https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-325cm-Rustic-Emilly-Madesa-02-0682-7990701-1-cart.jpg,Cozinha completa
ArmÃ¡rio de Cozinha Completa Madesa Emilly Dance com BalcÃ£o e AÃ©reo Vidro Reflex - Rustic/Preto,"['#2c2724', '#ba9b7f', '#997456', '#d8bea4', '#674a36']","['darkslategray', 'rosybrown', 'gray', 'tan', 'darkolivegreen']",https://static.mobly.com.br/p/Madesa-ArmC3A1rio-de-Cozinha-Completa-Madesa-Emilly-Dance-com-BalcC3A3o-e-AC3A9reo-Vidro-Reflex---Rustic2FPreto-9836-311339-1-cart.jpg,Cozinha completa
BalcÃ£o de Cozinha Evidence 3 PT 2 GV Branco,"['#fefefe', '#e8a187', '#b4b4b4', '#ececeb', '#ef6f44']","['white', 'darksalmon', 'darkgray', 'linen', 'tomato']",https://static.mobly.com.br/p/Poliman-BalcC3A3o-de-Cozinha-Evidence-3-PT-2-GV-Branco-2339-898429-1-cart.jpg,Balcao de Cozinha
Cozinha Completa Atena 10 PT 1 GV Preto Onix,"['#1c1815', '#d0cac6', '#7c5c49', '#ac8c75', '#38302b']","['black', 'lightgray', 'dimgray', 'rosybrown', 'darkslategray']",https://static.mobly.com.br/p/Gralar-Cozinha-Completa-Atena-10-PT-1-GV-Preto-Onix-9437-3896411-1-cart.jpg,Cozinha completa
Cozinha Compacta Iluminata 8 PT 4 GV Branca e Ãbano,"['#fdfdfc', '#84746a', '#b8aea6', '#e2ddd9', '#3c2618']","['white', 'gray', 'darkgray', 'gainsboro', 'darkslategray']",https://static.mobly.com.br/p/GENIALFLEX-Cozinha-Compacta-Iluminata-8-PT-4-GV-Branca-e-C389bano-6622-2963011-2-cart.jpg,Conjunto Cozinha
ArmÃ¡rio AÃ©reo Canelone com Vidro 3 PT Preto,"['#c2c0c0', '#131212', '#fefefe', '#414141', '#757474']","['silver', 'black', 'white', 'darkslategray', 'dimgray']",https://static.mobly.com.br/p/Politorno-ArmC3A1rio-AC3A9reo-Canelone-com-Vidro-3-PT-Preto-5824-1819211-2-cart.jpg,
ArmÃ¡rio AÃ©reo Evidence 3 PT Branco 120 cm,"['#a9a7a3', '#fdfdfd', '#4a9ab7', '#cbc9c8', '#807c67']","['darkgray', 'white', 'steelblue', 'silver', 'gray']",https://static.mobly.com.br/p/Poliman-ArmC3A1rio-AC3A9reo-Evidence-3-PT-Branco-120-cm-0705-609429-2-cart.jpg,
BalcÃ£o de Cozinha Iluminata 2 PT Mint 80 cm,"['#f4f4f4', '#fefefe', '#d7d7d7', '#bbbbbb', '#e6e6e6']","['whitesmoke', 'white', 'lightgray', 'silver', 'gainsboro']",https://static.mobly.com.br/p/GENIALFLEX-BalcC3A3o-de-Cozinha-Iluminata-2-PT-Mint-80-cm-0362-8369301-2-cart.jpg,Balcao de Cozinha
Paneleiro Maxxi 2 PT Branco,"['#6a6056', '#fdfdfc', '#90877a', '#d1cfce', '#b4aea4']","['dimgray', 'white', 'gray', 'lightgray', 'darkgray']",https://static.mobly.com.br/p/Kappesberg-Paneleiro-Maxxi-2-PT-Branco-2232-707789-2-cart.jpg,Paneleiro
Paneleiro Firenze 4 PT Avena,"['#d6d0cb', '#c6b0a1', '#796b62', '#fefefd', '#43413c']","['lightgray', 'tan', 'dimgray', 'white', 'darkslategray']",https://static.mobly.com.br/p/DemC3B3bile-Paneleiro-Firenze-4-PT-Avena-2720-0542001-2-cart.jpg,Paneleiro
BalcÃ£o de Cozinha Bruges com Tampo 2 PT 3 GV FreijÃ³ e Off White,"['#e5e2da', '#886c4e', '#fefefd', '#4a331d', '#ab9f8f']","['gainsboro', 'dimgray', 'white', 'darkolivegreen', 'rosybrown']",https://static.mobly.com.br/p/Kappesberg-BalcC3A3o-de-Cozinha-Bruges-com-Tampo-2-PT-3-GV-FreijC3B3-e-Off-White-5241-098188-2-cart.jpg,Balcao de Cozinha
ArmÃ¡rio AÃ©reo Botanic 2 PT Nogueira 80 cm,"['#807460', '#f7f6f5', '#584f3c', '#dad5d1', '#b8afa4']","['dimgray', 'whitesmoke', 'darkolivegreen', 'lightgray', 'darkgray']",https://static.mobly.com.br/p/Kappesberg-ArmC3A1rio-AC3A9reo-Botanic-2-PT-Nogueira-80-cm-3795-827599-2-cart.jpg,
BalcÃ£o de Cozinha com Tampo CarmÃ©nere 3 PT 2 GV Marrom e Branco,"['#fefefe', '#bab1ac', '#eeeeee', '#d8d7d5', '#a88d7e']","['white', 'darkgray', 'whitesmoke', 'lightgray', 'rosybrown']",https://static.mobly.com.br/p/Ronipa-BalcC3A3o-de-Cozinha-com-Tampo-CarmC3A9nere-3-PT-2-GV-Marrom-e-Branco-0353-307637-2-cart.jpg,Balcao de Cozinha
Cozinha Compacta Dama 7 PT 3 GV Avena e Grafito,"['#fefdfc', '#928173', '#afa092', '#695a4d', '#d5ccc0']","['white', 'gray', 'rosybrown', 'dimgray', 'lightgray']",https://static.mobly.com.br/p/DemC3B3bile-Cozinha-Compacta-Dama-7-PT-3-GV-Avena-e-Grafito-3935-990999-2-cart.jpg,Conjunto Cozinha
Cozinha Completa Madesa Reims 310001 com ArmÃ¡rio e BalcÃ£o - Preto,"['#544535', '#fdfcfb', '#907d64', '#2f251e', '#c6b193']","['darkolivegreen', 'snow', 'gray', 'darkslategray', 'tan']",https://static.mobly.com.br/p/Madesa-Cozinha-Completa-Madesa-Reims-310001-com-ArmC3A1rio-e-BalcC3A3o---Preto-1384-764567-2-cart.jpg,Cozinha completa
BalcÃ£o de Cozinha com Tampo Confort 1 PT Grafite e Branco,"['#fefefe', '#424447', '#dedede', '#838385', '#b4b4b5']","['white', 'darkslategray', 'gainsboro', 'gray', 'darkgray']",https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-com-Tampo-Confort-1-PT-Grafite-e-Branco-3439-070879-2-cart.jpg,Balcao de Cozinha
ArmÃ¡rio AÃ©reo CarmÃ©nere 2 PT Castanho e Chumbo,"['#fefefd', '#845e4e', '#523022', '#ddd0c7', '#b09586']","['white', 'dimgray', 'darkolivegreen', 'lightgray', 'rosybrown']",https://static.mobly.com.br/p/Ronipa-ArmC3A1rio-AC3A9reo-CarmC3A9nere-2-PT-Castanho-e-Chumbo-7138-007637-2-cart.jpg,
Kit de Cozinha Encanto 7 PT 2 GV Amendola e Branco,"['#fdfdfc', '#654228', '#bbaca0', '#e4e1df', '#926c50']","['white', 'saddlebrown', 'darkgray', 'gainsboro', 'sienna']",https://static.mobly.com.br/p/DemC3B3bile-Kit-de-Cozinha-Encanto-7-PT-2-GV-Amendola-e-Branco-1349-535088-2-cart.jpg,
ArmÃ¡rio AÃ©reo Canelone com Vidro 2 PT Preto,"['#fdfdfd', '#141414', '#8e8e8e', '#484747', '#c8c8c8']","['white', 'black', 'gray', 'darkslategray', 'silver']",https://static.mobly.com.br/p/Politorno-ArmC3A1rio-AC3A9reo-Canelone-com-Vidro-2-PT-Preto-5817-2819211-2-cart.jpg,
ArmÃ¡rio AÃ©reo Bruges Espelhado 2 PT Nogal,"['#fefefd', '#332415', '#705f4b', '#d4d1cd', '#988d7e']","['white', 'black', 'dimgray', 'lightgray', 'gray']",https://static.mobly.com.br/p/Kappesberg-ArmC3A1rio-AC3A9reo-Bruges-Espelhado-2-PT-Nogal-5108-778188-2-cart.jpg,
Cozinha Compacta Merlot 9 PT 1 GV Castanho e Branca,"['#fdfdfc', '#986948', '#d3cfcf', '#5f3e25', '#b29885']","['white', 'sienna', 'lightgray', 'darkolivegreen', 'rosybrown']",https://static.mobly.com.br/p/Ronipa-Cozinha-Compacta-Merlot-9-PT-1-GV-Castanho-e-Branca-6453-338629-2-cart.jpg,Conjunto Cozinha
ArmÃ¡rio AÃ©reo Botanic 3 PT Nogueira 120 cm,"['#96846b', '#fbf9f7', '#6f6650', '#cec7be', '#3f321f']","['gray', 'snow', 'dimgray', 'silver', 'darkslategray']",https://static.mobly.com.br/p/Kappesberg-ArmC3A1rio-AC3A9reo-Botanic-3-PT-Nogueira-120-cm-3911-037599-2-cart.jpg,
Paneleiro Botanic 2 PT Nogueira e Verde Oliva,"['#bdb7b1', '#fafaf8', '#9d9484', '#4b4133', '#776f5c']","['silver', 'snow', 'rosybrown', 'darkslategray', 'dimgray']",https://static.mobly.com.br/p/Kappesberg-Paneleiro-Botanic-2-PT-Nogueira-e-Verde-Oliva-3511-427599-2-cart.jpg,Paneleiro
BalcÃ£o de Cozinha com Tampo Botanic 2 PT Fendi e Nogueira,"['#fbf9f7', '#98826c', '#cec7bd', '#6d5a45', '#3a2c1b']","['snow', 'gray', 'silver', 'darkolivegreen', 'darkslategray']",https://static.mobly.com.br/p/Kappesberg-BalcC3A3o-de-Cozinha-com-Tampo-Botanic-2-PT-Fendi-e-Nogueira-2469-1684001-2-cart.jpg,Balcao de Cozinha
BalcÃ£o de Cozinha Evolution com Tampo 2 PT Carvalho,"['#fcfcfc', '#584b41', '#9c9188', '#cbcac9', '#786a5f']","['snow', 'darkolivegreen', 'rosybrown', 'lightgray', 'dimgray']",https://static.mobly.com.br/p/BATROL-BalcC3A3o-de-Cozinha-Evolution-com-Tampo-2-PT--Carvalho-3467-323016-2-cart.jpg,Balcao de Cozinha
BalcÃ£o de Cozinha com Tampo Vega 3 PT Branco,"['#8c7e6c', '#222623', '#c1c0c9', '#4f515c', '#b9a98d']","['gray', 'darkslategray', 'silver', 'darkslategray', 'rosybrown']",https://static.mobly.com.br/p/Arte-MC3B3veis-BalcC3A3o-de-Cozinha-com-Tampo-Vega-3-PT-Branco-2938-1558411-2-cart.jpg,Balcao de Cozinha
BalcÃ£o de Cozinha com Tampo Iluminata 2 PT Branco e Ãbano,"['#e1dbd6', '#625649', '#92887c', '#2b1f15', '#bdb7ad']","['gainsboro', 'darkolivegreen', 'gray', 'black', 'silver']",https://static.mobly.com.br/p/GENIALFLEX-BalcC3A3o-de-Cozinha-com-Tampo-Iluminata-2-PT-Branco-e-C389bano-8627-4601201-2-cart.jpg,Balcao de Cozinha
Conjunto com 2 Cadeiras Varsovia Luxo Veludo Marrom e Imbuia,"['#fefefd', '#654d3d', '#9a8575', '#4c3527', '#d3c7bc']","['white', 'darkolivegreen', 'gray', 'darkolivegreen', 'silver']",https://static.mobly.com.br/p/Modern-Conjunto-com-2-Cadeiras-Varsovia-Luxo-Veludo-Marrom-e-Imbuia-1198-2983611-2-cart.jpg,
BalcÃ£o de Cozinha Campinas 4 PT 1 GV Branco,"['#46858b', '#c3b6a6', '#0f383b', '#d8d5d1', '#7f6249']","['steelblue', 'silver', 'darkslategray', 'lightgray', 'dimgray']",https://static.mobly.com.br/p/Arte-MC3B3veis-BalcC3A3o-de-Cozinha-Campinas-4-PT-1-GV-Branco-4802-9951301-2-cart.jpg,Balcao de Cozinha
Conjunto com 4 Cadeiras Atenas Suede Animalle Chocolate e Capuccino,"['#fefefd', '#8a6d53', '#ab947c', '#634934', '#dfd2c4']","['white', 'dimgray', 'rosybrown', 'darkolivegreen', 'lightgray']",https://static.mobly.com.br/p/Modern-Conjunto-com-4-Cadeiras-Atenas-Suede-Animalle-Chocolate-e-Capuccino-1195-3983611-2-cart.jpg,
Paneleiro Maxxi 1 PT 3 GV Branco,"['#cdc7c3', '#766b61', '#fbfaf8', '#a0968f', '#332d2a']","['silver', 'dimgray', 'snow', 'rosybrown', 'darkslategray']",https://static.mobly.com.br/p/Kappesberg-Paneleiro-Maxxi-1-PT-3-GV-Branco-2226-807789-2-cart.jpg,Paneleiro
Conjunto com 4 Cadeiras Atenas Suede Amassado Chocolate e Capuccino,"['#fefefd', '#a69580', '#715332', '#c0b3a1', '#eae1d4']","['white', 'rosybrown', 'darkolivegreen', 'darkgray', 'gainsboro']",https://static.mobly.com.br/p/Modern-Conjunto-com-4-Cadeiras-Atenas-Suede-Amassado-Chocolate-e-Capuccino-1192-4983611-2-cart.jpg,
Tampo para BalcÃ£o Nox Orion 80 cm,"['#fefefe', '#d3cec4', '#f3f2ef', '#bab9b3', '#e1e0dc']","['white', 'lightgray', 'whitesmoke', 'silver', 'gainsboro']",https://static.mobly.com.br/p/Kappesberg-Tampo-para-BalcC3A3o-Nox-Orion-80-cm-1447-986119-2-cart.jpg,
Conjunto com 4 Cadeiras Aurora Veludo PÃ©rola e Capuccino,"['#fefefd', '#d5c8b9', '#956b50', '#c2ad9a', '#ece4da']","['white', 'silver', 'sienna', 'tan', 'antiquewhite']",https://static.mobly.com.br/p/Modern-Conjunto-com-4-Cadeiras-Aurora-Veludo-PC3A9rola-e-Capuccino-1264-5983611-2-cart.jpg,
BalcÃ£o de Cozinha Nox 2 PT Ãnix e Steel 80 cm,"['#fcfcfc', '#4a433c', '#878078', '#c2c0bd', '#27231d']","['snow', 'darkslategray', 'gray', 'silver', 'black']",https://static.mobly.com.br/p/Kappesberg-BalcC3A3o-de-Cozinha-Nox-2-PT-C394nix-e-Steel-80-cm-1527-766119-2-cart.jpg,Balcao de Cozinha
Bancada Americana Affara,"['#e3e0dc', '#625447', '#fdfdfd', '#3b3127', '#9b928b']","['gainsboro', 'darkolivegreen', 'white', 'darkslategray', 'rosybrown']",https://static.mobly.com.br/p/Plata-Bancada-Americana-Affara-7396-4936611-2-cart.jpg,
Paneleiro Iluminata com Vidro 1 PT 1 GV Verde Mint e Ãbano,"['#fefefe', '#616c5d', '#d2d3cc', '#1d1713', '#899183']","['white', 'dimgray', 'lightgray', 'black', 'gray']",https://static.mobly.com.br/p/GENIALFLEX-Paneleiro-Iluminata-com-Vidro-1-PT-1-GV-Verde-Mint-e-C389bano-8177-4449401-2-cart.jpg,Paneleiro
BalcÃ£o de Cozinha com Tampo Botanic 2 PT 3 GV Verde Oliva e Nogueira,"['#fdfdfc', '#6d7c63', '#745d44', '#9c9884', '#d1ccbf']","['white', 'dimgray', 'darkolivegreen', 'rosybrown', 'silver']",https://static.mobly.com.br/p/Kappesberg-BalcC3A3o-de-Cozinha-com-Tampo-Botanic-2-PT-3-GV-Verde-Oliva-e-Nogueira-2451-4684001-2-cart.jpg,Balcao de Cozinha
BalcÃ£o de Cozinha com Tampo Chardonnay 3 PT 2 GV Castanho e Branco,"['#bdad9a', '#dfdbd5', '#6c5d50', '#f7f5f2', '#9c8871']","['darkgray', 'gainsboro', 'dimgray', 'whitesmoke', 'gray']",https://static.mobly.com.br/p/Ronipa-BalcC3A3o-de-Cozinha-com-Tampo-Chardonnay-3-PT-2-GV-Castanho-e-Branco-8935-766637-2-cart.jpg,Balcao de Cozinha
